Date,Crypto_PageViews
2019-09-30,31
2019-10-01,35
2019-10-02,39
2019-10-03,39
2019-10-04,32
2019-10-05,34
2019-10-06,38
2019-10-07,27
2019-10-08,19
2019-10-09,36
2019-10-10,32
2019-10-11,26
2019-10-12,21
2019-10-13,26
2019-10-14,23
2019-10-15,24
2019-10-16,27
2019-10-17,20
2019-10-18,28
2019-10-19,33
2019-10-20,16
2019-10-21,31
2019-10-22,26
2019-10-23,27
2019-10-24,18
2019-10-25,31
2019-10-26,17
2019-10-27,19
2019-10-28,25
2019-10-29,12
2019-10-30,31
2019-10-31,34
2019-11-01,38
2019-11-02,28
2019-11-03,25
2019-11-04,33
2019-11-05,16
2019-11-06,23
2019-11-07,22
2019-11-08,8
2019-11-09,25
2019-11-10,23
2019-11-11,36
2019-11-12,26
2019-11-13,24
2019-11-14,40
2019-11-15,22
2019-11-16,15
2019-11-17,14
2019-11-18,19
2019-11-19,26
2019-11-20,20
2019-11-21,18
2019-11-22,22
2019-11-23,24
2019-11-24,24
2019-11-25,26
2019-11-26,19
2019-11-27,21
2019-11-28,27
2019-11-29,41
2019-11-30,21
2019-12-01,17
2019-12-02,18
2019-12-03,18
2019-12-04,27
2019-12-05,38
2019-12-06,28
2019-12-07,25
2019-12-08,22
2019-12-09,32
2019-12-10,63
2019-12-11,45
2019-12-12,40
2019-12-13,23
2019-12-14,33
2019-12-15,33
2019-12-16,73
2019-12-17,33
2019-12-18,35
2019-12-19,31
2019-12-20,15
2019-12-21,24
2019-12-22,19
2019-12-23,19
2019-12-24,17
2019-12-25,9
2019-12-26,16
2019-12-27,11
2019-12-28,14
2019-12-29,33
2019-12-30,21
2019-12-31,17
2020-01-01,12
2020-01-02,28
2020-01-03,17
2020-01-04,11
2020-01-05,25
2020-01-06,19
2020-01-07,16
2020-01-08,22
2020-01-09,16
2020-01-10,19
2020-01-11,27
2020-01-12,17
2020-01-13,24
2020-01-14,22
2020-01-15,26
2020-01-16,26
2020-01-17,16
2020-01-18,13
2020-01-19,22
2020-01-20,18
2020-01-21,23
2020-01-22,20
2020-01-23,17
2020-01-24,19
2020-01-25,24
2020-01-26,20
2020-01-27,8
2020-01-28,16
2020-01-29,15
2020-01-30,18
2020-01-31,26
2020-02-01,13
2020-02-02,23
2020-02-03,28
2020-02-04,22
2020-02-05,18
2020-02-06,22
2020-02-07,23
2020-02-08,26
2020-02-09,19
2020-02-10,28
2020-02-11,144
2020-02-12,246
2020-02-13,128
2020-02-14,76
2020-02-15,47
2020-02-16,67
2020-02-17,41
2020-02-18,50
2020-02-19,45
2020-02-20,30
2020-02-21,29
2020-02-22,24
2020-02-23,28
2020-02-24,30
2020-02-25,21
2020-02-26,29
2020-02-27,21
2020-02-28,14
2020-02-29,23
2020-03-01,29
2020-03-02,27
2020-03-03,31
2020-03-04,32
2020-03-05,52
2020-03-06,62
2020-03-07,48
2020-03-08,25
2020-03-09,33
2020-03-10,24
2020-03-11,34
2020-03-12,34
2020-03-13,30
2020-03-14,21
2020-03-15,31
2020-03-16,32
2020-03-17,27
2020-03-18,19
2020-03-19,26
2020-03-20,17
2020-03-21,22
2020-03-22,24
2020-03-23,39
2020-03-24,27
2020-03-25,21
2020-03-26,29
2020-03-27,17
2020-03-28,21
2020-03-29,28
2020-03-30,20
2020-03-31,18
2020-04-01,19
2020-04-02,20
2020-04-03,29
2020-04-04,12
2020-04-05,42
2020-04-06,11
2020-04-07,16
2020-04-08,17
2020-04-09,25
2020-04-10,35
2020-04-11,23
2020-04-12,36
2020-04-13,25
2020-04-14,21
2020-04-15,25
2020-04-16,18
2020-04-17,13
2020-04-18,25
2020-04-19,38
2020-04-20,40
2020-04-21,27
2020-04-22,35
2020-04-23,25
2020-04-24,21
2020-04-25,26
2020-04-26,26
2020-04-27,24
2020-04-28,25
2020-04-29,30
2020-04-30,27
2020-05-01,26
2020-05-02,29
2020-05-03,23
2020-05-04,36
2020-05-05,39
2020-05-06,44
2020-05-07,17
2020-05-08,24
2020-05-09,30
2020-05-10,14
2020-05-11,26
2020-05-12,49
2020-05-13,32
2020-05-14,22
2020-05-15,29
2020-05-16,25
2020-05-17,21
2020-05-18,19
2020-05-19,26
2020-05-20,19
2020-05-21,30
2020-05-22,25
2020-05-23,20
2020-05-24,18
2020-05-25,29
2020-05-26,19
2020-05-27,13
2020-05-28,18
2020-05-29,17
2020-05-30,18
2020-05-31,28
2020-06-01,17
2020-06-02,38
2020-06-03,21
2020-06-04,17
2020-06-05,13
2020-06-06,12
2020-06-07,16
2020-06-08,35
2020-06-09,11
2020-06-10,24
2020-06-11,17
2020-06-12,17
2020-06-13,15
2020-06-14,11
2020-06-15,16
2020-06-16,21
2020-06-17,24
2020-06-18,15
2020-06-19,22
2020-06-20,20
2020-06-21,22
2020-06-22,26
2020-06-23,30
2020-06-24,14
2020-06-25,20
2020-06-26,15
2020-06-27,20
2020-06-28,14
2020-06-29,31
2020-06-30,27
2020-07-01,20
2020-07-02,27
2020-07-03,12
2020-07-04,11
2020-07-05,19
2020-07-06,22
2020-07-07,19
2020-07-08,14
2020-07-09,28
2020-07-10,22
2020-07-11,17
2020-07-12,18
2020-07-13,22
2020-07-14,26
2020-07-15,17
2020-07-16,12
2020-07-17,18
2020-07-18,10
2020-07-19,22
2020-07-20,22
2020-07-21,18
2020-07-22,16
2020-07-23,27
2020-07-24,26
2020-07-25,24
2020-07-26,36
2020-07-27,29
2020-07-28,24
2020-07-29,18
2020-07-30,19
2020-07-31,20
2020-08-01,22
2020-08-02,18
2020-08-03,31
2020-08-04,23
2020-08-05,34
2020-08-06,20
2020-08-07,20
2020-08-08,31
2020-08-09,18
2020-08-10,19
2020-08-11,25
2020-08-12,20
2020-08-13,27
2020-08-14,24
2020-08-15,21
2020-08-16,22
2020-08-17,21
2020-08-18,20
2020-08-19,21
2020-08-20,20
2020-08-21,17
2020-08-22,17
2020-08-23,19
2020-08-24,28
2020-08-25,20
2020-08-26,20
2020-08-27,24
2020-08-28,18
2020-08-29,17
2020-08-30,25
2020-08-31,27
2020-09-01,30
2020-09-02,52
2020-09-03,26
2020-09-04,19
2020-09-05,15
2020-09-06,24
2020-09-07,13
2020-09-08,20
2020-09-09,18
2020-09-10,18
2020-09-11,19
2020-09-12,19
2020-09-13,34
2020-09-14,29
2020-09-15,21
2020-09-16,15
2020-09-17,60
2020-09-18,27
2020-09-19,33
2020-09-20,18
2020-09-21,25
2020-09-22,202
2020-09-23,62
2020-09-24,59
2020-09-25,20
2020-09-26,22
2020-09-27,28
2020-09-28,17
2020-09-29,40
2020-09-30,61
2020-10-01,16
2020-10-02,24
2020-10-03,24
2020-10-04,16
2020-10-05,13
2020-10-06,15
2020-10-07,6
2020-10-08,17
2020-10-09,22
2020-10-10,19
2020-10-11,14
2020-10-12,27
2020-10-13,21
2020-10-14,25
2020-10-15,38
2020-10-16,27
2020-10-17,32
2020-10-18,34
2020-10-19,48
2020-10-20,29
2020-10-21,49
2020-10-22,52
2020-10-23,27
2020-10-24,74
2020-10-25,24
2020-10-26,17
2020-10-27,25
2020-10-28,33
2020-10-29,25
2020-10-30,18
2020-10-31,21
2020-11-01,15
2020-11-02,14
2020-11-03,14
2020-11-04,24
2020-11-05,17
2020-11-06,23
2020-11-07,25
2020-11-08,19
2020-11-09,38
2020-11-10,24
2020-11-11,26
2020-11-12,35
2020-11-13,19
2020-11-14,20
2020-11-15,26
2020-11-16,23
2020-11-17,17
2020-11-18,35
2020-11-19,33
2020-11-20,25
2020-11-21,30
2020-11-22,29
2020-11-23,24
2020-11-24,22
2020-11-25,25
2020-11-26,24
2020-11-27,30
2020-11-28,33
2020-11-29,30
2020-11-30,45
2020-12-01,36
2020-12-02,25
2020-12-03,20
2020-12-04,23
2020-12-05,22
2020-12-06,22
2020-12-07,23
2020-12-08,17
2020-12-09,36
2020-12-10,34
2020-12-11,27
2020-12-12,25
2020-12-13,20
2020-12-14,25
2020-12-15,26
2020-12-16,34
2020-12-17,25
2020-12-18,31
2020-12-19,28
2020-12-20,35
2020-12-21,38
2020-12-22,19
2020-12-23,26
2020-12-24,29
2020-12-25,23
2020-12-26,35
2020-12-27,39
2020-12-28,20
2020-12-29,30
2020-12-30,36
2020-12-31,33
2021-01-01,41
2021-01-02,36
2021-01-03,44
2021-01-04,49
2021-01-05,52
2021-01-06,49
2021-01-07,48
2021-01-08,48
2021-01-09,36
2021-01-10,52
2021-01-11,43
2021-01-12,51
2021-01-13,60
2021-01-14,109
2021-01-15,33
2021-01-16,47
2021-01-17,68
2021-01-18,55
2021-01-19,32
2021-01-20,32
2021-01-21,22
2021-01-22,37
2021-01-23,35
2021-01-24,77
2021-01-25,42
2021-01-26,33
2021-01-27,24
2021-01-28,66
2021-01-29,52
2021-01-30,81
2021-01-31,41
2021-02-01,43
2021-02-02,47
2021-02-03,46
2021-02-04,51
2021-02-05,46
2021-02-06,84
2021-02-07,55
2021-02-08,43
2021-02-09,59
2021-02-10,40
2021-02-11,45
2021-02-12,54
2021-02-13,45
2021-02-14,37
2021-02-15,67
2021-02-16,49
2021-02-17,54
2021-02-18,54
2021-02-19,41
2021-02-20,52
2021-02-21,66
2021-02-22,63
2021-02-23,50
2021-02-24,55
2021-02-25,41
2021-02-26,53
2021-02-27,61
2021-02-28,37
2021-03-01,40
2021-03-02,56
2021-03-03,183
2021-03-04,42
2021-03-05,55
2021-03-06,47
2021-03-07,49
2021-03-08,58
2021-03-09,46
2021-03-10,30
2021-03-11,46
2021-03-12,73
2021-03-13,34
2021-03-14,40
2021-03-15,48
2021-03-16,52
2021-03-17,62
2021-03-18,35
2021-03-19,41
2021-03-20,41
2021-03-21,47
2021-03-22,45
2021-03-23,43
2021-03-24,37
2021-03-25,55
2021-03-26,41
2021-03-27,30
2021-03-28,42
2021-03-29,43
2021-03-30,39
2021-03-31,45
2021-04-01,41
2021-04-02,34
2021-04-03,28
2021-04-04,45
2021-04-05,33
2021-04-06,37
2021-04-07,61
2021-04-08,37
2021-04-09,43
2021-04-10,29
2021-04-11,41
2021-04-12,55
2021-04-13,41
2021-04-14,49
2021-04-15,39
2021-04-16,69
2021-04-17,45
2021-04-18,52
2021-04-19,62
2021-04-20,44
2021-04-21,39
2021-04-22,41
2021-04-23,58
2021-04-24,45
2021-04-25,46
2021-04-26,50
2021-04-27,60
2021-04-28,79
2021-04-29,73
2021-04-30,98
2021-05-01,65
2021-05-02,50
2021-05-03,50
2021-05-04,60
2021-05-05,56
2021-05-06,73
2021-05-07,68
2021-05-08,62
2021-05-09,77
2021-05-10,77
2021-05-11,75
2021-05-12,66
2021-05-13,78
2021-05-14,86
2021-05-15,72
2021-05-16,56
2021-05-17,67
2021-05-18,68
2021-05-19,116
2021-05-20,95
2021-05-21,79
2021-05-22,105
2021-05-23,91
2021-05-24,89
2021-05-25,146
2021-05-26,95
2021-05-27,73
2021-05-28,85
2021-05-29,92
2021-05-30,75
2021-05-31,55
2021-06-01,56
2021-06-02,48
2021-06-03,49
2021-06-04,43
2021-06-05,51
2021-06-06,59
2021-06-07,48
2021-06-08,40
2021-06-09,56
2021-06-10,54
2021-06-11,62
2021-06-12,58
2021-06-13,39
2021-06-14,39
2021-06-15,37
2021-06-16,48
2021-06-17,35
2021-06-18,47
2021-06-19,33
2021-06-20,49
2021-06-21,66
2021-06-22,42
2021-06-23,39
2021-06-24,56
2021-06-25,45
2021-06-26,38
2021-06-27,34
2021-06-28,48
2021-06-29,28
2021-06-30,37
2021-07-01,30
2021-07-02,23
2021-07-03,31
2021-07-04,35
2021-07-05,38
2021-07-06,34
2021-07-07,38
2021-07-08,37
2021-07-09,30
2021-07-10,41
2021-07-11,43
2021-07-12,35
2021-07-13,42
2021-07-14,48
2021-07-15,28
2021-07-16,37
2021-07-17,42
2021-07-18,37
2021-07-19,42
2021-07-20,27
2021-07-21,33
2021-07-22,36
2021-07-23,24
2021-07-24,20
2021-07-25,32
2021-07-26,32
2021-07-27,18
2021-07-28,37
2021-07-29,34
2021-07-30,31
2021-07-31,35
2021-08-01,39
2021-08-02,48
2021-08-03,68
2021-08-04,54
2021-08-05,54
2021-08-06,28
2021-08-07,25
2021-08-08,42
2021-08-09,30
2021-08-10,31
2021-08-11,31
2021-08-12,54
2021-08-13,32
2021-08-14,27
2021-08-15,35
2021-08-16,33
2021-08-17,25
2021-08-18,33
2021-08-19,34
2021-08-20,40
2021-08-21,32
2021-08-22,28
2021-08-23,37
2021-08-24,47
2021-08-25,43
2021-08-26,30
2021-08-27,38
2021-08-28,38
2021-08-29,39
2021-08-30,39
2021-08-31,38
2021-09-01,29
2021-09-02,79
2021-09-03,21
2021-09-04,33
2021-09-05,33
2021-09-06,41
2021-09-07,37
2021-09-08,36
2021-09-09,31
2021-09-10,39
2021-09-11,47
2021-09-12,37
2021-09-13,41
2021-09-14,53
2021-09-15,36
2021-09-16,39
2021-09-17,49
2021-09-18,33
2021-09-19,52
2021-09-20,33
2021-09-21,47
2021-09-22,39
2021-09-23,38
2021-09-24,38
2021-09-25,34
2021-09-26,44
2021-09-27,42
2021-09-28,37
2021-09-29,44
2021-09-30,45
2021-10-01,43
2021-10-02,40
2021-10-03,32
2021-10-04,38
2021-10-05,37
2021-10-06,47
2021-10-07,59
2021-10-08,37
2021-10-09,43
2021-10-10,52
2021-10-11,39
2021-10-12,42
2021-10-13,50
2021-10-14,44
2021-10-15,36
2021-10-16,39
2021-10-17,83
2021-10-18,174
2021-10-19,30
2021-10-20,49
2021-10-21,55
2021-10-22,60
2021-10-23,100
2021-10-24,87
2021-10-25,157
2021-10-26,97
2021-10-27,56
2021-10-28,51
2021-10-29,64
2021-10-30,67
2021-10-31,77
2021-11-01,98
2021-11-02,80
2021-11-03,81
2021-11-04,89
2021-11-05,64
2021-11-06,162
2021-11-07,136
2021-11-08,161
2021-11-09,96
2021-11-10,76
2021-11-11,120
2021-11-12,126
2021-11-13,96
2021-11-14,91
2021-11-15,73
2021-11-16,65
2021-11-17,193
2021-11-18,111
2021-11-19,102
2021-11-20,94
2021-11-21,111
2021-11-22,95
2021-11-23,105
2021-11-24,93
2021-11-25,81
2021-11-26,97
2021-11-27,80
2021-11-28,76
2021-11-29,72
2021-11-30,54
2021-12-01,51
2021-12-02,63
2021-12-03,55
2021-12-04,57
2021-12-05,62
2021-12-06,69
2021-12-07,53
2021-12-08,63
2021-12-09,53
2021-12-10,50
2021-12-11,42
2021-12-12,90
2021-12-13,62
2021-12-14,49
2021-12-15,65
2021-12-16,46
2021-12-17,43
2021-12-18,50
2021-12-19,39
2021-12-20,39
2021-12-21,40
2021-12-22,47
2021-12-23,44
2021-12-24,45
2021-12-25,50
2021-12-26,53
2021-12-27,51
2021-12-28,47
2021-12-29,51
2021-12-30,56
2021-12-31,52
2022-01-01,35
2022-01-02,46
2022-01-03,38
2022-01-04,87
2022-01-05,72
2022-01-06,72
2022-01-07,57
2022-01-08,56
2022-01-09,82
2022-01-10,48
2022-01-11,44
2022-01-12,74
2022-01-13,43
2022-01-14,45
2022-01-15,35
2022-01-16,53
2022-01-17,56
2022-01-18,58
2022-01-19,54
2022-01-20,60
2022-01-21,61
2022-01-22,53
2022-01-23,51
2022-01-24,64
2022-01-25,70
2022-01-26,38
2022-01-27,55
2022-01-28,52
2022-01-29,70
2022-01-30,42
2022-01-31,63
2022-02-01,57
2022-02-02,66
2022-02-03,61
2022-02-04,52
2022-02-05,44
2022-02-06,48
2022-02-07,71
2022-02-08,82
2022-02-09,55
2022-02-10,75
2022-02-11,46
2022-02-12,49
2022-02-13,43
2022-02-14,77
2022-02-15,75
2022-02-16,62
2022-02-17,58
2022-02-18,55
2022-02-19,49
2022-02-20,42
2022-02-21,39
2022-02-22,50
2022-02-23,41
2022-02-24,46
2022-02-25,38
2022-02-26,45
2022-02-27,35
2022-02-28,48
2022-03-01,33
2022-03-02,58
2022-03-03,38
2022-03-04,38
2022-03-05,39
2022-03-06,25
2022-03-07,56
2022-03-08,50
2022-03-09,51
2022-03-10,59
2022-03-11,118
2022-03-12,41
2022-03-13,43
2022-03-14,51
2022-03-15,42
2022-03-16,40
2022-03-17,30
2022-03-18,34
2022-03-19,21
2022-03-20,35
2022-03-21,45
2022-03-22,40
2022-03-23,70
2022-03-24,46
2022-03-25,40
2022-03-26,42
2022-03-27,35
2022-03-28,51
2022-03-29,43
2022-03-30,49
2022-03-31,49
2022-04-01,51
2022-04-02,35
2022-04-03,35
2022-04-04,48
2022-04-05,32
2022-04-06,38
2022-04-07,74
2022-04-08,49
2022-04-09,26
2022-04-10,34
2022-04-11,48
2022-04-12,45
2022-04-13,41
2022-04-14,44
2022-04-15,37
2022-04-16,35
2022-04-17,37
2022-04-18,33
2022-04-19,51
2022-04-20,47
2022-04-21,31
2022-04-22,40
2022-04-23,27
2022-04-24,27
2022-04-25,39
2022-04-26,38
2022-04-27,38
2022-04-28,37
2022-04-29,33
2022-04-30,21
2022-05-01,38
2022-05-02,39
2022-05-03,34
2022-05-04,62
2022-05-05,28
2022-05-06,64
2022-05-07,35
2022-05-08,42
2022-05-09,48
2022-05-10,53
2022-05-11,60
2022-05-12,72
2022-05-13,71
2022-05-14,57
2022-05-15,32
2022-05-16,45
2022-05-17,33
2022-05-18,40
2022-05-19,35
2022-05-20,37
2022-05-21,35
2022-05-22,30
2022-05-23,44
2022-05-24,71
2022-05-25,49
2022-05-26,29
2022-05-27,47
2022-05-28,42
2022-05-29,41
2022-05-30,42
2022-05-31,28
2022-06-01,29
2022-06-02,45
2022-06-03,37
2022-06-04,26
2022-06-05,34
2022-06-06,105
2022-06-07,46
2022-06-08,34
2022-06-09,48
2022-06-10,34
2022-06-11,34
2022-06-12,34
2022-06-13,34
2022-06-14,66
2022-06-15,54
2022-06-16,28
2022-06-17,32
2022-06-18,42
2022-06-19,53
2022-06-20,46
2022-06-21,37
2022-06-22,16
2022-06-23,29
2022-06-24,40
2022-06-25,33
2022-06-26,23
2022-06-27,23
2022-06-28,27
2022-06-29,39
2022-06-30,46
2022-07-01,36
2022-07-02,34
2022-07-03,30
2022-07-04,20
2022-07-05,29
2022-07-06,36
2022-07-07,28
2022-07-08,41
2022-07-09,29
2022-07-10,25
2022-07-11,36
2022-07-12,32
2022-07-13,32
2022-07-14,31
2022-07-15,48
2022-07-16,27
2022-07-17,30
2022-07-18,20
2022-07-19,27
2022-07-20,35
2022-07-21,33
2022-07-22,27
2022-07-23,29
2022-07-24,17
2022-07-25,37
2022-07-26,35
2022-07-27,36
2022-07-28,18
2022-07-29,31
2022-07-30,33
2022-07-31,40
2022-08-01,45
2022-08-02,28
2022-08-03,29
2022-08-04,26
2022-08-05,27
2022-08-06,27
2022-08-07,24
2022-08-08,26
2022-08-09,32
2022-08-10,23
2022-08-11,24
2022-08-12,17
2022-08-13,24
2022-08-14,22
2022-08-15,38
2022-08-16,30
2022-08-17,14
2022-08-18,20
2022-08-19,22
2022-08-20,30
2022-08-21,26
2022-08-22,36
2022-08-23,32
2022-08-24,36
2022-08-25,25
2022-08-26,65
2022-08-27,36
2022-08-28,38
2022-08-29,41
2022-08-30,46
2022-08-31,42
2022-09-01,50
2022-09-02,30
2022-09-03,25
2022-09-04,33
2022-09-05,34
2022-09-06,26
2022-09-07,27
2022-09-08,45
2022-09-09,28
2022-09-10,62
2022-09-11,22
2022-09-12,32
2022-09-13,41
2022-09-14,26
2022-09-15,35
2022-09-16,62
2022-09-17,28
2022-09-18,41
2022-09-19,42
2022-09-20,36
2022-09-21,39
2022-09-22,54
2022-09-23,25
2022-09-24,24
2022-09-25,28
2022-09-26,59
2022-09-27,49
2022-09-28,85
2022-09-29,51
2022-09-30,33
2022-10-01,48
2022-10-02,31
2022-10-03,45
2022-10-04,36
2022-10-05,38
2022-10-06,31
2022-10-07,40
2022-10-08,35
2022-10-09,40
2022-10-10,42
2022-10-11,34
2022-10-12,35
2022-10-13,70
2022-10-14,56
2022-10-15,29
2022-10-16,30
2022-10-17,30
2022-10-18,43
2022-10-19,51
2022-10-20,24
2022-10-21,33
2022-10-22,36
2022-10-23,31
2022-10-24,20
2022-10-25,52
2022-10-26,37
2022-10-27,45
2022-10-28,46
2022-10-29,39
2022-10-30,38
2022-10-31,41
2022-11-01,42
2022-11-02,39
2022-11-03,46
2022-11-04,56
2022-11-05,43
2022-11-06,29
2022-11-07,31
2022-11-08,28
2022-11-09,40
2022-11-10,45
2022-11-11,64
2022-11-12,79
2022-11-13,70
2022-11-14,102
2022-11-15,87
2022-11-16,54
2022-11-17,72
2022-11-18,67
2022-11-19,63
2022-11-20,40
2022-11-21,51
2022-11-22,57
2022-11-23,58
2022-11-24,51
2022-11-25,82
2022-11-26,43
2022-11-27,44
2022-11-28,114
2022-11-29,36
2022-11-30,34
2022-12-01,53
2022-12-02,40
2022-12-03,42
2022-12-04,29
2022-12-05,31
2022-12-06,43
2022-12-07,44
2022-12-08,49
2022-12-09,29
2022-12-10,67
2022-12-11,62
2022-12-12,49
2022-12-13,50
2022-12-14,81
2022-12-15,60
2022-12-16,35
2022-12-17,52
2022-12-18,65
2022-12-19,69
2022-12-20,50
2022-12-21,35
2022-12-22,43
2022-12-23,54
2022-12-24,44
2022-12-25,53
2022-12-26,52
2022-12-27,26
2022-12-28,39
2022-12-29,37
2022-12-30,61
2022-12-31,34
2023-01-01,32
2023-01-02,37
2023-01-03,63
2023-01-04,47
2023-01-05,40
2023-01-06,30
2023-01-07,44
2023-01-08,31
2023-01-09,38
2023-01-10,55
2023-01-11,49
2023-01-12,43
2023-01-13,39
2023-01-14,29
2023-01-15,32
2023-01-16,47
2023-01-17,34
2023-01-18,36
2023-01-19,48
2023-01-20,46
2023-01-21,40
2023-01-22,33
2023-01-23,42
2023-01-24,53
2023-01-25,28
2023-01-26,35
2023-01-27,34
2023-01-28,37
2023-01-29,30
2023-01-30,34
2023-01-31,135
2023-02-01,43
2023-02-02,19
2023-02-03,26
2023-02-04,35
2023-02-05,29
2023-02-06,32
2023-02-07,28
2023-02-08,30
2023-02-09,19
2023-02-10,55
2023-02-11,17
2023-02-12,26
2023-02-13,21
2023-02-14,27
2023-02-15,24
2023-02-16,25
2023-02-17,16
2023-02-18,38
2023-02-19,16
2023-02-20,19
2023-02-21,21
2023-02-22,29
2023-02-23,17
2023-02-24,33
2023-02-25,28
2023-02-26,26
2023-02-27,34
2023-02-28,25
2023-03-01,27
2023-03-02,23
2023-03-03,18
2023-03-04,29
2023-03-05,21
2023-03-06,26
2023-03-07,22
2023-03-08,28
2023-03-09,24
2023-03-10,21
2023-03-11,33
2023-03-12,24
2023-03-13,42
2023-03-14,23
2023-03-15,26
2023-03-16,27
2023-03-17,34
2023-03-18,17
2023-03-19,25
2023-03-20,27
2023-03-21,35
2023-03-22,23
2023-03-23,28
2023-03-24,28
2023-03-25,41
2023-03-26,26
2023-03-27,38
2023-03-28,35
2023-03-29,38
2023-03-30,35
2023-03-31,27
2023-04-01,31
2023-04-02,26
2023-04-03,24
2023-04-04,27
2023-04-05,24
2023-04-06,24
2023-04-07,50
2023-04-08,25
2023-04-09,9
2023-04-10,19
2023-04-11,33
2023-04-12,26
2023-04-13,28
2023-04-14,19
2023-04-15,15
2023-04-16,18
2023-04-17,21
2023-04-18,24
2023-04-19,24
2023-04-20,37
2023-04-21,17
2023-04-22,19
2023-04-23,16
2023-04-24,26
2023-04-25,34
2023-04-26,31
2023-04-27,21
2023-04-28,20
2023-04-29,37
2023-04-30,29
2023-05-01,27
2023-05-02,27
2023-05-03,40
2023-05-04,32
2023-05-05,40
2023-05-06,23
2023-05-07,21
2023-05-08,23
2023-05-09,52
2023-05-10,50
2023-05-11,21
2023-05-12,18
2023-05-13,20
2023-05-14,23
2023-05-15,22
2023-05-16,27
2023-05-17,14
2023-05-18,32
2023-05-19,28
2023-05-20,22
2023-05-21,24
2023-05-22,27
2023-05-23,33
2023-05-24,30
2023-05-25,18
2023-05-26,33
2023-05-27,15
2023-05-28,13
2023-05-29,24
2023-05-30,22
2023-05-31,19
2023-06-01,25
2023-06-02,30
2023-06-03,12
2023-06-04,28
2023-06-05,25
2023-06-06,28
2023-06-07,32
2023-06-08,23
2023-06-09,47
2023-06-10,23
2023-06-11,32
2023-06-12,20
2023-06-13,23
2023-06-14,27
2023-06-15,38
2023-06-16,20
2023-06-17,13
2023-06-18,36
2023-06-19,21
2023-06-20,29
2023-06-21,25
2023-06-22,37
2023-06-23,8
2023-06-24,10
2023-06-25,9
2023-06-26,29
2023-06-27,20
2023-06-28,22
2023-06-29,29
2023-06-30,22
2023-07-01,17
2023-07-02,18
2023-07-03,27
2023-07-04,23
2023-07-05,11
2023-07-06,20
2023-07-07,25
2023-07-08,18
2023-07-09,28
2023-07-10,22
2023-07-11,18
2023-07-12,17
2023-07-13,27
2023-07-14,23
2023-07-15,28
2023-07-16,17
2023-07-17,14
2023-07-18,17
2023-07-19,14
2023-07-20,17
2023-07-21,24
2023-07-22,13
2023-07-23,14
2023-07-24,16
2023-07-25,24
2023-07-26,24
2023-07-27,25
2023-07-28,21
2023-07-29,17
2023-07-30,29
2023-07-31,41
2023-08-01,78
2023-08-02,21
2023-08-03,27
2023-08-04,19
2023-08-05,20
2023-08-06,19
2023-08-07,27
2023-08-08,32
2023-08-09,32
2023-08-10,31
2023-08-11,25
2023-08-12,15
2023-08-13,10
2023-08-14,24
2023-08-15,28
2023-08-16,23
2023-08-17,26
2023-08-18,25
2023-08-19,25
2023-08-20,27
2023-08-21,23
2023-08-22,29
2023-08-23,25
2023-08-24,24
2023-08-25,23
2023-08-26,17
2023-08-27,13
2023-08-28,30
2023-08-29,58
2023-08-30,14
2023-08-31,33
2023-09-01,85
2023-09-02,16
2023-09-03,16
2023-09-04,16
2023-09-05,15
2023-09-06,21
2023-09-07,20
2023-09-08,24
2023-09-09,17
2023-09-10,28
2023-09-11,21
2023-09-12,18
2023-09-13,10
2023-09-14,31
2023-09-15,25
2023-09-16,19
2023-09-17,24
2023-09-18,13
2023-09-19,33
2023-09-20,33
2023-09-21,23
2023-09-22,29
2023-09-23,22
2023-09-24,48
2023-09-25,20
2023-09-26,17
2023-09-27,24
2023-09-28,14
2023-09-29,48
2023-09-30,14
2023-10-01,19
2023-10-02,20
2023-10-03,32
2023-10-04,32
2023-10-05,36
2023-10-06,26
2023-10-07,16
2023-10-08,31
2023-10-09,30
2023-10-10,22
2023-10-11,33
2023-10-12,30
2023-10-13,29
2023-10-14,13
2023-10-15,19
2023-10-16,40
2023-10-17,15
2023-10-18,25
2023-10-19,31
2023-10-20,35
2023-10-21,15
2023-10-22,26
2023-10-23,49
2023-10-24,24
2023-10-25,22
2023-10-26,36
2023-10-27,28
2023-10-28,18
2023-10-29,34
2023-10-30,24
2023-10-31,19
2023-11-01,22
2023-11-02,21
2023-11-03,33
2023-11-04,26
2023-11-05,15
2023-11-06,25
2023-11-07,19
2023-11-08,33
2023-11-09,39
2023-11-10,33
2023-11-11,23
2023-11-12,26
2023-11-13,16
2023-11-14,22
2023-11-15,26
2023-11-16,19
2023-11-17,12
2023-11-18,12
2023-11-19,30
2023-11-20,23
2023-11-21,32
2023-11-22,34
2023-11-23,27
2023-11-24,90
2023-11-25,39
2023-11-26,23
2023-11-27,29
2023-11-28,34
2023-11-29,41
2023-11-30,37
2023-12-01,29
2023-12-02,46
2023-12-03,24
2023-12-04,19
2023-12-05,37
2023-12-06,27
2023-12-07,21
2023-12-08,25
2023-12-09,23
2023-12-10,38
2023-12-11,49
2023-12-12,23
2023-12-13,28
2023-12-14,28
2023-12-15,21
2023-12-16,24
2023-12-17,19
2023-12-18,23
2023-12-19,34
2023-12-20,25
2023-12-21,25
2023-12-22,41
2023-12-23,21
2023-12-24,21
2023-12-25,23
2023-12-26,9
2023-12-27,28
2023-12-28,17
2023-12-29,17
2023-12-30,22
2023-12-31,18
